indices,sim_method,correlations,window,slide,clusters,pca,find_optimal,entropy,median,silhouette_cluster,silhouette_return
8,cophenetic,1,64,1,4,with,True,0.8588359359892055,4.0,0.2542712000911651,-0.0910093761511105
8,cophenetic,3,64,1,4,with,False,0.8315186016252647,4.0,0.2932041169734394,-0.1018295961815359
8,cophenetic,3,64,1,4,without,False,0.6387862612716383,4.0,0.2613762473835554,-0.1004135758635039
3,meta,1,64,1,5,with,False,0.32131172882840336,6.0,0.5211664058706859,-0.1679186274826634
3,meta,1,64,1,5,without,False,0.3335274798716346,8.0,0.5353232190528862,-0.1709067898770831
3,meta,3,64,1,5,with,False,0.28701089975860905,4.0,0.5279194916091571,-0.1646717036918134
3,meta,3,64,1,5,without,False,0.28867970309619895,5.0,0.5290891835057869,-0.1662030415765427
3,cophenetic,1,64,1,5,with,False,0.5913513161637406,3.0,0.7350436856416651,-0.1807029316447308
3,cophenetic,1,64,1,5,without,False,0.5389056635816214,4.0,0.6509685351811476,-0.200374478085069
3,cophenetic,3,64,1,5,with,False,0.5959498901420913,3.0,0.7181996888016462,-0.1751316630211188
3,cophenetic,3,64,1,5,without,False,0.6406322361489399,3.0,0.6211778679744115,-0.1830865035311228
5,meta,1,64,1,5,with,False,0.4684061434538382,6.0,0.3497382584639676,-0.1052766306404031
5,meta,1,64,1,5,without,False,0.6106267445266031,8.5,0.3268097764883187,-0.1103446542257026
5,meta,3,64,1,5,with,False,0.5243883610621978,5.0,0.3548533536364736,-0.1075007213123875
5,meta,3,64,1,5,without,False,0.6195100068227672,6.0,0.3503670828581909,-0.0967037373738642
5,cophenetic,1,64,1,5,with,False,0.7129311397190002,5.0,0.3740945540555561,-0.1272177161726964
5,cophenetic,1,64,1,5,without,False,0.6769122287051964,4.0,0.3321145635520314,-0.122893217195854
5,cophenetic,3,64,1,5,with,False,0.48732291867548494,4.0,0.3510068830026835,-0.0950247325253054
5,cophenetic,3,64,1,5,without,False,0.47872957861618065,4.0,0.3150561941578612,-0.0867611101201591
8,meta,1,64,1,5,with,False,0.4888427634212142,6.0,0.3454518518903349,-0.1022583650315769
8,meta,1,64,1,5,without,False,0.4544335819019291,5.0,0.3053660118573877,-0.1187307500363351
8,meta,3,64,1,5,with,False,0.4152545137423854,5.0,0.3502647326061318,-0.1168428069798053
8,meta,3,64,1,5,without,False,0.4324338840954107,4.0,0.3064931749461929,-0.1181632380292544
8,cophenetic,1,64,1,5,with,False,0.8249708865868126,4.0,0.2768745839309527,-0.1065009567033071
8,cophenetic,1,64,1,5,without,False,0.8276634625941499,6.0,0.2404564658222379,-0.1444549225134212
8,cophenetic,3,64,1,5,with,False,0.6987339182626952,5.0,0.292595398213372,-0.1195956677155948
8,cophenetic,3,64,1,5,without,False,0.5538044067595415,4.0,0.2578054051765632,-0.1167473353830156
3,meta,1,64,1,6,with,False,0.3102671039826745,5.0,0.5324065779710422,-0.1785875773785874
3,meta,1,64,1,6,without,False,0.3124174866659982,6.0,0.5129126508512304,-0.1751846220844773
3,meta,3,64,1,6,with,False,0.2759861940502165,5.0,0.5242269497421012,-0.1703974767656328
3,meta,3,64,1,6,without,False,0.2788997060916124,5.0,0.5026105873612908,-0.1687555824108026
3,cophenetic,1,64,1,6,with,False,0.5753781437453521,3.0,0.7336021468079602,-0.2076941083291186
3,cophenetic,1,64,1,6,without,False,0.5452921751180648,3.0,0.654878584051066,-0.244186138097879
3,cophenetic,3,64,1,6,with,False,0.610328152931814,2.0,0.716958989977287,-0.2183837090649107
3,cophenetic,3,64,1,6,without,False,0.5961869567894367,3.0,0.626918683010086,-0.2378224349985024
5,meta,1,64,1,6,with,False,0.46256449489392093,7.0,0.3570747514298893,-0.1159680301631719
5,meta,1,64,1,6,without,False,0.4102043943536545,7.0,0.3396619875331993,-0.1218986696587669
5,meta,3,64,1,6,with,False,0.42644600126341214,4.0,0.3889264367823136,-0.1137379335096572
5,meta,3,64,1,6,without,False,0.5189869107585928,4.0,0.3388551067062899,-0.1137967743808879
5,cophenetic,1,64,1,6,with,False,0.6792454346790154,5.0,0.3476370127560959,-0.1345329071506946
5,cophenetic,1,64,1,6,without,False,0.6622605060232271,4.0,0.3057181373963915,-0.1274247028348278
5,cophenetic,3,64,1,6,with,False,0.5258894048457046,4.0,0.3189596191201809,-0.1222222480174083
5,cophenetic,3,64,1,6,without,False,0.5528156993757156,4.0,0.2909831871668699,-0.1056503198503014
8,meta,1,64,1,6,with,False,0.4346684640333904,5.0,0.329429574267511,-0.1293131580423942
8,meta,1,64,1,6,without,False,0.4754787440762557,5.0,0.3096426120484818,-0.1235931715438794
8,meta,3,64,1,6,with,False,0.3934965817423669,4.0,0.3423636708730029,-0.1221054497272388
8,meta,3,64,1,6,without,False,0.395249640167794,4.0,0.2932044572492877,-0.1195864760109433
8,cophenetic,1,64,1,6,with,False,0.7749159731078804,4.0,0.2842341814267849,-0.1575316547624242
8,cophenetic,1,64,1,6,without,False,0.7527557181907625,4.0,0.2542350713528029,-0.1619000850398758
8,cophenetic,3,64,1,6,with,False,0.5460525691158488,5.0,0.2879042981401445,-0.1362549790241413
8,cophenetic,3,64,1,6,without,False,0.5237329268487578,4.0,0.2600331285765779,-0.1364160452785969
3,meta,1,64,1,7,with,False,0.31118732873451677,5.0,0.5104623517736497,-0.1833168923945946
3,meta,1,64,1,7,without,False,0.3067584422115104,5.0,0.497350747301221,-0.1840561023028323
3,meta,3,64,1,7,with,False,0.26163801064405817,5.0,0.5253501598615274,-0.1728251722391716
3,meta,3,64,1,7,without,False,0.2584889588051392,4.0,0.5000618241536445,-0.1730328118493169
3,cophenetic,1,64,1,7,with,False,0.5678989200616668,3.0,0.6881907918472153,-0.2065443511785931
3,cophenetic,1,64,1,7,without,False,0.5225454772333068,3.0,0.6517540391709563,-0.25869053308654
3,cophenetic,3,64,1,7,with,False,0.5503289911417584,2.0,0.6650037862056549,-0.216151665396813
3,cophenetic,3,64,1,7,without,False,0.4906905649873437,3.0,0.5274957998127088,-0.2343954517839943
5,meta,1,64,1,7,with,False,0.44884977613469174,6.0,0.3831214375411184,-0.1257515876458373
5,meta,1,64,1,7,without,False,0.4115452671797937,8.0,0.3391723336384421,-0.1265832916281393
5,meta,3,64,1,7,with,False,0.42864760313452593,4.0,0.3739089084695439,-0.1278466944931995
5,meta,3,64,1,7,without,False,0.41673107678584737,5.0,0.3178822730571228,-0.1284543945269259
5,cophenetic,1,64,1,7,with,False,0.6742797913059981,4.0,0.3654216298947563,-0.1386355223901063
5,cophenetic,1,64,1,7,without,False,0.6936347846996394,4.0,0.3125317034148118,-0.13791826757524
5,cophenetic,3,64,1,7,with,False,0.5347980751933264,4.0,0.3309532859714529,-0.1299570544397617
5,cophenetic,3,64,1,7,without,False,0.5967832198741533,4.0,0.3043453431228032,-0.1137432063906597
8,meta,1,64,1,7,with,False,0.42522958062704896,5.0,0.3343758671485928,-0.1322489997672608
8,meta,1,64,1,7,without,False,0.4209706920140577,6.0,0.3016228788591868,-0.132920214099793
8,meta,3,64,1,7,with,False,0.4366456439695487,4.0,0.3435454790527881,-0.1387111251533618
8,meta,3,64,1,7,without,False,0.42186796567879753,6.0,0.2873159348183883,-0.1396078467765298
8,cophenetic,1,64,1,7,with,False,0.676317892762258,5.0,0.2752044547121494,-0.1563124092272595
8,cophenetic,1,64,1,7,without,False,0.6555388016349776,4.0,0.2470997150490077,-0.1995731783620559
8,cophenetic,3,64,1,7,with,False,0.5078469597483382,4.0,0.3026320723468348,-0.1470493711426375
8,cophenetic,3,64,1,7,without,False,0.5161703965059365,5.0,0.2680795854857348,-0.1484152505853117
3,meta,1,64,1,8,with,False,0.3167801949388153,6.0,0.5208971611434244,-0.1865697885957949
3,meta,1,64,1,8,without,False,0.31279752709427433,6.0,0.4875479353503836,-0.1843272634235911
3,meta,3,64,1,8,with,False,0.2553974322689442,5.0,0.5105723144952546,-0.1726813805980447
3,meta,3,64,1,8,without,False,0.25402609556845607,5.0,0.4816956104152666,-0.1775485717275776
3,cophenetic,1,64,1,8,with,False,0.5555159220509694,2.0,0.6713294074633013,-0.2059433643528923
3,cophenetic,1,64,1,8,without,False,0.5401539712279458,3.0,0.5337940123194613,-0.2528290393805122
3,cophenetic,3,64,1,8,with,False,0.5251010847752797,2.0,0.6454884015439484,-0.217517954364373
3,cophenetic,3,64,1,8,without,False,0.48434269569245925,3.0,0.5248024685336142,-0.2441066279070712
5,meta,1,64,1,8,with,False,0.43736421121701957,6.0,0.3768412458849362,-0.1313005083485764
5,meta,1,64,1,8,without,False,0.3773600143445964,7.0,0.3217432622172276,-0.128893127134053
5,meta,3,64,1,8,with,False,0.40702481971572674,5.0,0.3728575503880462,-0.1319568171185446
5,meta,3,64,1,8,without,False,0.3685751711630574,4.5,0.336391252314497,-0.134828792641909
5,cophenetic,1,64,1,8,with,False,0.6709044275438264,5.0,0.3707410913959513,-0.1616726077342706
5,cophenetic,1,64,1,8,without,False,0.698168083540161,5.0,0.3345159472385526,-0.1482645343568386
5,cophenetic,3,64,1,8,with,False,0.49755703567515647,4.0,0.3543567073508619,-0.1377102210027414
5,cophenetic,3,64,1,8,without,False,0.5285515776489701,5.0,0.3181417773758004,-0.131479698766065
8,meta,1,64,1,8,with,False,0.49614162340603013,7.0,0.3461774332743403,-0.133620833613223
8,meta,1,64,1,8,without,False,0.45422981042141247,6.0,0.293462329459701,-0.1386484677591701
8,meta,3,64,1,8,with,False,0.44794574812295024,4.0,0.3451339649145389,-0.1361643021654284
8,meta,3,64,1,8,without,False,0.3993336139156559,7.0,0.2764633159030766,-0.1514829340751453
8,cophenetic,1,64,1,8,with,False,0.6356068813780583,4.0,0.2586518463737696,-0.1686221032803863
8,cophenetic,1,64,1,8,without,False,0.661454211135238,4.0,0.2269746996526754,-0.1813123446859874
8,cophenetic,3,64,1,8,with,False,0.49441864480189174,4.0,0.2898936716568609,-0.1703045395406862
8,cophenetic,3,64,1,8,without,False,0.56547331580947,3.0,0.2504932911697227,-0.1528104994690035
3,meta,1,64,1,9,with,False,0.31735617004251476,5.0,0.5016688558113414,-0.189117707542546
3,meta,1,64,1,9,without,False,0.3074400749205927,5.0,0.4610156172898492,-0.1843480951620328
3,meta,3,64,1,9,with,False,0.26254700323988345,5.0,0.5066979324911619,-0.1835916319643407
3,meta,3,64,1,9,without,False,0.24831715939796076,4.0,0.4710501660278575,-0.1792830344614112
3,cophenetic,1,64,1,9,with,False,0.5326322941534207,2.0,0.6426003113151033,-0.2029896015965793
3,cophenetic,1,64,1,9,without,False,0.5237037451958674,3.0,0.5327399544294072,-0.2734674610962246
3,cophenetic,3,64,1,9,with,False,0.516632514556331,2.0,0.6442453335444775,-0.238599498110855
3,cophenetic,3,64,1,9,without,False,0.46709970803559975,3.0,0.5830568176316897,-0.2607699180858721
5,meta,1,64,1,9,with,False,0.4142628288826673,6.0,0.3697853054557056,-0.1307506526904679
5,meta,1,64,1,9,without,False,0.38585366333451665,7.0,0.3058294765480233,-0.1449726099585184
5,meta,3,64,1,9,with,False,0.35116669110375465,5.0,0.380485855729464,-0.1401310037286924
5,meta,3,64,1,9,without,False,0.3399132081863927,5.0,0.3057402568522095,-0.1539998787068958
5,cophenetic,1,64,1,9,with,False,0.6671671132560547,4.5,0.3846071806992518,-0.167224341273483
5,cophenetic,1,64,1,9,without,False,0.6559409123287284,5.0,0.3034371999925385,-0.1597382742810128
5,cophenetic,3,64,1,9,with,False,0.5120219142916076,4.0,0.3716232297365133,-0.1483324308842485
5,cophenetic,3,64,1,9,without,False,0.511152164314794,5.0,0.3363827915108505,-0.1463038407701202
8,meta,1,64,1,9,with,False,0.45611563881634776,5.0,0.3422217913231733,-0.1463487359001269
8,meta,1,64,1,9,without,False,0.43682003972470873,6.0,0.2807513249675826,-0.1495270384958919
8,meta,3,64,1,9,with,False,0.4413127325431861,4.0,0.3488142411427688,-0.1408894304515451
8,meta,3,64,1,9,without,False,0.3849021460305868,5.0,0.2895683669420356,-0.1499118145883954
8,cophenetic,1,64,1,9,with,False,0.6279411261334055,4.0,0.2466640569360103,-0.1931438582307492
8,cophenetic,1,64,1,9,without,False,0.6346046447086668,4.0,0.2293926107206833,-0.201034571350121
8,cophenetic,3,64,1,9,with,False,0.47769345505671656,4.0,0.2898843257228551,-0.1692724474432779
8,cophenetic,3,64,1,9,without,False,0.5259118262362698,4.0,0.2467787375785636,-0.1651925134264412
3,meta,1,64,1,10,with,False,0.31061763806914733,4.0,0.4931966021409282,-0.2253434905937215
3,meta,1,64,1,10,without,False,0.3103911638900835,5.5,0.4597190291067486,-0.1919827700368516
3,meta,3,64,1,10,with,False,0.2567804340488738,3.0,0.4967531139540646,-0.2167640795024976
3,meta,3,64,1,10,without,False,0.2579987007970639,5.0,0.4577882365802532,-0.2148245594458767
3,cophenetic,1,64,1,10,with,False,0.5448506890970641,2.0,0.642656976552121,-0.2454462638537582
3,cophenetic,1,64,1,10,without,False,0.4588558763449684,3.0,0.5919979874535696,-0.2872667594626072
3,cophenetic,3,64,1,10,with,False,0.5114765372937268,2.0,0.6416294671548844,-0.2629387880219017
3,cophenetic,3,64,1,10,without,False,0.44312802188123745,2.0,0.5609716470740337,-0.25892800019479
5,meta,1,64,1,10,with,False,0.4133975572048727,18.0,0.3852613588920089,-0.140536322560415
5,meta,1,64,1,10,without,False,0.3320125506226542,3.0,0.3072997855336826,-0.1687054185242256
5,meta,3,64,1,10,with,False,0.3649599373753789,2.5,0.3592156110932785,-0.1651612961760584
5,meta,3,64,1,10,without,False,0.4506256752751574,4.0,0.3215126015651369,-0.1635891947384993
5,cophenetic,1,64,1,10,with,False,0.6306633589619597,6.0,0.3634187462905015,-0.1706409373853277
5,cophenetic,1,64,1,10,without,False,0.6335727190768551,5.0,0.3265745306615524,-0.1775593740293111
5,cophenetic,3,64,1,10,with,False,0.5697473510233265,3.0,0.36495244172823,-0.1565697983605288
5,cophenetic,3,64,1,10,without,False,0.49988153613970565,9.0,0.3340868796303062,-0.2119798790877761
8,meta,1,64,1,10,with,False,0.42615645727885254,6.0,0.3372654493867063,-0.1493970170066272
8,meta,1,64,1,10,without,False,0.4005616167300426,6.0,0.2719276387505365,-0.148791541227752
8,meta,3,64,1,10,with,False,0.4167098719898841,3.0,0.3508419874942325,-0.1468461454987367
8,meta,3,64,1,10,without,False,0.3900715625460293,6.5,0.2723832587702131,-0.1641229928574377
8,cophenetic,1,64,1,10,with,False,0.5951272968165455,2.0,0.2421381391505179,-0.1884072536956904
8,cophenetic,1,64,1,10,without,False,0.6091862734558321,3.0,0.2343179559763188,-0.2029586613874077
8,cophenetic,3,64,1,10,with,False,0.5182957377478117,6.0,0.2899898879189076,-0.1823169304060551
8,cophenetic,3,64,1,10,without,False,0.5749589429155655,3.0,0.2475294447336319,-0.1545467356003414
3,cophenetic,1,64,10,2,with,True,,30.0,0.9239389366977182,-0.1081757554715884
3,cophenetic,1,64,10,2,without,True,,30.0,0.8984375724324672,-0.1081757554715884
3,cophenetic,3,64,10,2,with,True,,30.0,0.9157465542410208,-0.0740911924498863
3,cophenetic,3,64,10,2,without,True,,30.0,0.8887730820311195,-0.0740911924498863
3,meta,1,64,10,3,with,False,0.32602365699116537,40.0,0.5504546057593094,-0.0869690904473017
3,meta,1,64,10,3,without,False,0.32580593917605716,40.0,0.5591781728847768,-0.0859433952836237
3,meta,1,64,10,3,with,True,0.32602365699116537,40.0,0.5504546057593094,-0.0869690904473017
3,meta,1,64,10,3,without,True,0.32580593917605716,40.0,0.5591781728847768,-0.0859433952836237
3,meta,3,64,10,3,with,False,0.2986794108448524,40.0,0.5433450381076678,-0.0751385900108398
3,meta,3,64,10,3,without,False,0.3107038558722248,40.0,0.546812420909237,-0.077930974806165
3,meta,3,64,10,3,with,True,0.2986794108448524,40.0,0.5433450381076678,-0.0751385900108398
3,meta,3,64,10,3,without,True,0.3107038558722248,40.0,0.546812420909237,-0.077930974806165
3,cophenetic,1,64,10,3,with,False,0.8718091448400672,20.0,0.7552187028848247,-0.1183944577940711
3,cophenetic,1,64,10,3,without,False,0.8821094192886205,20.0,0.6558253764513094,-0.1150653053667883
3,cophenetic,3,64,10,3,with,False,0.8543316448181112,20.0,0.7331299841746804,-0.0810386229548552
3,cophenetic,3,64,10,3,without,False,0.9387853444841631,20.0,0.6199837427684614,-0.080977673303224
5,meta,1,64,10,3,with,False,0.4999654219820109,45.0,0.3664865729488125,-0.0736507502360986
5,meta,1,64,10,3,without,False,0.32628995016892604,40.0,0.3549485773188947,-0.0755558650851738
5,meta,1,64,10,3,with,True,0.4999654219820109,45.0,0.3664865729488125,-0.0736507502360986
5,meta,1,64,10,3,without,True,0.32628995016892604,40.0,0.3549485773188947,-0.0755558650851738
5,meta,3,64,10,3,with,False,0.4873913418841789,50.0,0.3781070493502144,-0.0775483587339917
5,meta,3,64,10,3,without,False,0.5010791654842636,60.0,0.3590230446824204,-0.0781726109849134
5,meta,3,64,10,3,with,True,0.4873913418841789,50.0,0.3781070493502144,-0.0775483587339917
5,meta,3,64,10,3,without,True,0.5010791654842636,60.0,0.3590230446824204,-0.0781726109849134
5,cophenetic,1,64,10,3,with,False,0.9060979401144665,40.0,0.3395085034842367,-0.0291539471587937
5,cophenetic,1,64,10,3,without,False,0.8663643373032544,40.0,0.32470709347222,-0.0302585170769856
5,cophenetic,3,64,10,3,with,False,0.6025304454652785,50.0,0.3679027600843477,-0.0114224806740374
5,cophenetic,3,64,10,3,without,False,0.6044252177950591,50.0,0.3740734378929326,-0.0027528168920885
5,cophenetic,3,64,10,3,without,True,0.6044252177950591,50.0,0.3740734378929326,-0.0027528168920885
8,meta,1,64,10,3,with,False,0.5863301277592277,40.0,0.3724083395116603,-0.0758321294743679
8,meta,1,64,10,3,without,False,0.27042604148637756,50.0,0.3478008800470792,-0.0803374123258563
8,meta,1,64,10,3,with,True,0.5863301277592277,40.0,0.3724083395116603,-0.0758321294743679
8,meta,1,64,10,3,without,True,0.27042604148637756,50.0,0.3478008800470792,-0.0803374123258563
8,meta,3,64,10,3,with,False,0.22300527835218573,40.0,0.3829649245469011,-0.0776553284036147
8,meta,3,64,10,3,without,False,0.26679740268177854,40.0,0.3563508631237364,-0.0806798832036484
8,meta,3,64,10,3,with,True,0.22300527835218573,40.0,0.3829649245469011,-0.0776553284036147
8,meta,3,64,10,3,without,True,0.26679740268177854,40.0,0.3563508631237364,-0.0806798832036484
8,cophenetic,1,64,10,3,with,False,0.8671959050330137,30.0,0.2496076742419782,-0.0908071689624312
8,cophenetic,1,64,10,3,without,False,0.8664096842120784,40.0,0.2210559873765684,-0.0953485654828318
8,cophenetic,3,64,10,3,with,False,0.38124450256517695,30.0,0.3372165162402953,-0.0936129495299094
8,cophenetic,3,64,10,3,without,False,0.3426567348356604,30.0,0.3158293012897799,-0.0911126667453695
8,cophenetic,3,64,10,3,with,True,0.38124450256517695,30.0,0.3372165162402953,-0.0936129495299094
8,cophenetic,3,64,10,3,without,True,0.3426567348356604,30.0,0.3158293012897799,-0.0911126667453695
3,meta,1,64,10,4,with,False,0.366855561374924,40.0,0.5560956174945494,-0.1529987953037241
3,meta,1,64,10,4,without,False,0.3654420179875449,30.0,0.5525295078847254,-0.1472618104336766
3,meta,3,64,10,4,with,False,0.26739449742610083,45.0,0.5525877541234611,-0.1525003764332891
3,meta,3,64,10,4,without,False,0.27950687316300404,40.0,0.5350865945408327,-0.1260063609109974
3,cophenetic,1,64,10,4,with,False,0.7942132910760766,20.0,0.747285596765729,-0.1738373098132448
3,cophenetic,1,64,10,4,without,False,0.6955949054416244,20.0,0.6551591365032308,-0.1930242800980993
3,cophenetic,3,64,10,4,with,False,0.7685926312264919,20.0,0.72384649725496,-0.1389939507732404
3,cophenetic,3,64,10,4,without,False,0.7146339662930655,20.0,0.6107194167858679,-0.1410939651619013
5,meta,1,64,10,4,with,False,0.4349750350140203,50.0,0.3572713894936808,-0.0845799626919421
5,meta,1,64,10,4,without,False,0.5108999130973765,50.0,0.31697471522849,-0.0890682184136738
5,meta,3,64,10,4,with,False,0.49869312405864147,30.0,0.3668937278270463,-0.0917285612952711
5,meta,3,64,10,4,without,False,0.6789863329585949,40.0,0.3397172939734234,-0.0910790472448032
5,cophenetic,1,64,10,4,with,False,0.8603243418596891,40.0,0.3588785912525662,-0.1086079989090344
5,cophenetic,1,64,10,4,without,False,0.7971956155319145,40.0,0.3188316771014615,-0.1084230265280055
5,cophenetic,1,64,10,4,with,True,0.8603243418596891,40.0,0.3588785912525662,-0.1086079989090344
5,cophenetic,1,64,10,4,without,True,0.7971956155319145,40.0,0.3188316771014615,-0.1084230265280055
5,cophenetic,3,64,10,4,with,False,0.5310706210808503,30.0,0.3647505069774528,-0.0758734173773903
