indices,sim_method,correlations,window,slide,clusters,pca,find_optimal,entropy,median,silhouette_cluster,silhouette_return
5,cophenetic,3,64,10,4,without,False,0.48950276789009045,30.0,0.3317839560603022,-0.0718625108679871
5,cophenetic,3,64,10,4,with,True,0.5310706210808503,30.0,0.3647505069774528,-0.0758734173773903
8,meta,1,64,10,4,with,False,0.5360451751842883,30.0,0.3727650792657548,-0.0879880057798467
8,meta,1,64,10,4,without,False,0.5525582639751069,40.0,0.3401149893722061,-0.0964521310577788
8,meta,3,64,10,4,with,False,0.2824190345057662,45.0,0.3332623740868677,-0.111006255369002
8,meta,3,64,10,4,without,False,0.5461371091759707,50.0,0.3547604556041265,-0.0956651094578917
8,cophenetic,1,64,10,4,with,False,0.897004399022875,30.0,0.2558203917193956,-0.1080343567579274
8,cophenetic,1,64,10,4,without,False,0.8871039523775645,30.0,0.2281131469882135,-0.1157129744068702
8,cophenetic,1,64,10,4,with,True,0.897004399022875,30.0,0.2558203917193956,-0.1080343567579274
8,cophenetic,1,64,10,4,without,True,0.8871039523775645,30.0,0.2281131469882135,-0.1157129744068702
8,cophenetic,3,64,10,4,with,False,0.7811345665501236,40.0,0.2961866349347525,-0.1093949158205715
8,cophenetic,3,64,10,4,without,False,0.5718007686667215,40.0,0.2849135167191973,-0.1116463821217971
3,meta,1,64,10,5,with,False,0.37631671357713126,40.0,0.536099071894684,-0.1748800485344462
3,meta,1,64,10,5,without,False,0.37337466724059853,30.0,0.5140216283397241,-0.1584651634643123
3,meta,3,64,10,5,with,False,0.3148868797931621,30.0,0.5286505455446001,-0.1608365400675275
3,meta,3,64,10,5,without,False,0.30103861693981626,30.0,0.5254657946935195,-0.1640533142849943
3,cophenetic,1,64,10,5,with,False,0.7642682922268315,20.0,0.7396878662962828,-0.2132793698375657
3,cophenetic,1,64,10,5,without,False,0.6231390426849204,20.0,0.6583757406372253,-0.229654517097583
3,cophenetic,3,64,10,5,with,False,0.7588707180122058,20.0,0.7208205634625674,-0.1855235087242565
3,cophenetic,3,64,10,5,without,False,0.6496614171782545,20.0,0.6181302956217477,-0.1898144224750989
5,meta,1,64,10,5,with,False,0.544793388648456,30.0,0.3458911338138645,-0.1097021463981593
5,meta,1,64,10,5,without,False,0.581766730344157,45.0,0.3240528758084889,-0.1148344828654418
5,meta,3,64,10,5,with,False,0.43569984616879853,35.0,0.3675724644600462,-0.1145042138664456
5,meta,3,64,10,5,without,False,0.5097871407619612,30.0,0.3209396730671943,-0.115141379971197
5,cophenetic,1,64,10,5,with,False,0.765138133797822,30.0,0.3696136301490951,-0.1363377046376178
5,cophenetic,1,64,10,5,without,False,0.7792310406613931,40.0,0.3300996119399464,-0.1300176331522538
5,cophenetic,3,64,10,5,with,False,0.6101716021802902,30.0,0.3109366776190064,-0.0939729291190586
5,cophenetic,3,64,10,5,without,False,0.5018659905242184,30.0,0.3169460630267275,-0.091136922172722
8,meta,1,64,10,5,with,False,0.5447261335383349,40.0,0.3433141819594268,-0.1078158173484058
8,meta,1,64,10,5,without,False,0.5421701274500303,35.0,0.3018724370330171,-0.1079724556348132
8,meta,3,64,10,5,with,False,0.4045853094674821,30.0,0.347622145776209,-0.113941421304945
8,meta,3,64,10,5,without,False,0.4302481449814098,50.0,0.3024565599522704,-0.1126339154392902
8,cophenetic,1,64,10,5,with,False,0.8307108128617168,30.0,0.2736650773039808,-0.1244400950072133
8,cophenetic,1,64,10,5,without,False,0.7655698003022042,30.0,0.2352775293290341,-0.1550037556500655
8,cophenetic,3,64,10,5,with,False,0.6479672104616344,40.0,0.292351498473627,-0.1320938090245961
8,cophenetic,3,64,10,5,without,False,0.727313285021258,50.0,0.2675691682202009,-0.1266314511719155
3,meta,1,64,10,6,with,False,0.40028700912577564,30.0,0.5380083945775881,-0.1754377090861953
3,meta,1,64,10,6,without,False,0.39170343309137257,30.0,0.515558681293325,-0.1702513224697293
3,meta,3,64,10,6,with,False,0.3130074875991596,30.0,0.5344849044505713,-0.1698260257665546
3,meta,3,64,10,6,without,False,0.29906593583319796,30.0,0.511133518103921,-0.1686594913336173
3,cophenetic,1,64,10,6,with,False,0.8050986343185198,20.0,0.6917132590348825,-0.2138258285637732
3,cophenetic,1,64,10,6,without,False,0.5929512582561852,20.0,0.6617377307890363,-0.2895614585624013
3,cophenetic,3,64,10,6,with,False,0.7163814292931129,20.0,0.7151512898057922,-0.2223289341693758
3,cophenetic,3,64,10,6,without,False,0.544202000119117,20.0,0.6266978627494525,-0.257219914759801
5,meta,1,64,10,6,with,False,0.5497098659763068,30.0,0.360851041819126,-0.1220120986217115
5,meta,1,64,10,6,without,False,0.4049075130205732,40.0,0.3410228666553269,-0.1327150548588102
5,meta,3,64,10,6,with,False,0.44270738414116556,30.0,0.385430938828915,-0.1203755821357552
5,meta,3,64,10,6,without,False,0.40904590963362225,31.5,0.3478245371168708,-0.131416031525152
5,cophenetic,1,64,10,6,with,False,0.6993368789039923,30.0,0.3624065409956477,-0.1415644562373422
5,cophenetic,1,64,10,6,without,False,0.727398607306229,30.0,0.2996013020799145,-0.1353543057180374
5,cophenetic,3,64,10,6,with,False,0.5649523633734371,30.0,0.3500154067635291,-0.1174965831316061
5,cophenetic,3,64,10,6,without,False,0.523733362968842,30.0,0.3239107531146591,-0.1191943928465099
8,meta,1,64,10,6,with,False,0.49486272624248134,40.0,0.3294074055374026,-0.1375424915025917
8,meta,1,64,10,6,without,False,0.4607628976074943,40.0,0.2757164509059577,-0.1357494486534933
8,meta,3,64,10,6,with,False,0.36871854198703463,40.0,0.3434683791016215,-0.1178199084508772
8,meta,3,64,10,6,without,False,0.4321987843127794,30.0,0.2912666601353456,-0.1148318074784517
8,cophenetic,1,64,10,6,with,False,0.7384988130846473,30.0,0.2781029256439723,-0.1532732913792631
8,cophenetic,1,64,10,6,without,False,0.7600675764848877,30.0,0.249346935376185,-0.1623464809764806
8,cophenetic,3,64,10,6,with,False,0.5600077994980922,30.0,0.2970945176578329,-0.1482172845685462
8,cophenetic,3,64,10,6,without,False,0.5491680336171549,30.0,0.2603143775798827,-0.1459944019292139
3,meta,1,64,10,7,with,False,0.3908265043309622,20.0,0.5138854821294546,-0.1765628455354695
3,meta,1,64,10,7,without,False,0.42107238872290526,30.0,0.4974288360619012,-0.1815008580317176
3,meta,3,64,10,7,with,False,0.2714093817562379,30.0,0.5242697070227559,-0.1700592644625809
3,meta,3,64,10,7,without,False,0.28983315439981155,20.0,0.4982465045638258,-0.1774625994055614
3,cophenetic,1,64,10,7,with,False,0.7430042430940208,20.0,0.6866936392091985,-0.263834807228357
3,cophenetic,1,64,10,7,without,False,0.5888881584617762,20.0,0.5239560330109841,-0.2831964319133889
3,cophenetic,3,64,10,7,with,False,0.6815264162266428,10.0,0.6455927697963951,-0.2206934278667505
3,cophenetic,3,64,10,7,without,False,0.5678261242005038,20.0,0.5017361661677522,-0.2532476644084784
5,meta,1,64,10,7,with,False,0.5331277557995314,40.0,0.372916100144204,-0.1325458454928215
5,meta,1,64,10,7,without,False,0.3820430935633998,30.0,0.3416295819224271,-0.1347761332322459
5,meta,3,64,10,7,with,False,0.431632131975249,31.5,0.377761711942556,-0.138386733541771
5,meta,3,64,10,7,without,False,0.317862153941376,30.0,0.3522327253177437,-0.1352623306600645
5,cophenetic,1,64,10,7,with,False,0.7151932171209687,30.0,0.353084962268004,-0.1516257333008677
5,cophenetic,1,64,10,7,without,False,0.7143349555638329,20.0,0.3140809095258617,-0.1398708999522849
5,cophenetic,3,64,10,7,with,False,0.6054581253502818,20.0,0.3437366341968517,-0.1392493240437082
5,cophenetic,3,64,10,7,without,False,0.5006591819276944,20.0,0.3293495829770929,-0.1404050756953908
8,meta,1,64,10,7,with,False,0.49969435136883184,40.0,0.34766329986446,-0.1378992689242724
8,meta,1,64,10,7,without,False,0.496093103003593,30.0,0.2991787598909859,-0.1398979034346897
8,meta,3,64,10,7,with,False,0.44249387778024885,30.0,0.341331043332584,-0.1215611128609467
8,meta,3,64,10,7,without,False,0.3953963943468761,30.0,0.2810467199373148,-0.132026189139863
8,cophenetic,1,64,10,7,with,False,0.7134546866863976,30.0,0.2558880103899598,-0.1664942412336423
8,cophenetic,1,64,10,7,without,False,0.7037579083586979,30.0,0.2399757932569281,-0.1839589055205366
8,cophenetic,3,64,10,7,with,False,0.5459146921916685,30.0,0.3003563363726573,-0.161369982352523
8,cophenetic,3,64,10,7,without,False,0.5265730063161769,30.0,0.2652794485282058,-0.1629683380382419
3,meta,1,64,10,8,with,False,0.4472778392341964,30.0,0.5104102998561575,-0.1913379809153232
3,meta,1,64,10,8,without,False,0.4375118330692311,20.0,0.4829169871112969,-0.2120756725671961
3,meta,3,64,10,8,with,False,0.3230942851976252,20.0,0.5077280876164055,-0.1737121880369629
3,meta,3,64,10,8,without,False,0.33938495531005525,20.0,0.4926992194713215,-0.1818413206917281
3,cophenetic,1,64,10,8,with,False,0.6583082293066678,10.0,0.6890287223662278,-0.3079614563798665
3,cophenetic,1,64,10,8,without,False,0.5652854805731296,20.0,0.588958174492787,-0.2980407025196817
3,cophenetic,3,64,10,8,with,False,0.6753592200865762,10.0,0.6521725835810592,-0.2374945648229654
3,cophenetic,3,64,10,8,without,False,0.5707338307224618,20.0,0.5166938375053007,-0.2822114783569167
5,meta,1,64,10,8,with,False,0.5343549723888951,30.0,0.3718475737982826,-0.1386253072017712
5,meta,1,64,10,8,without,False,0.3921649629464084,30.0,0.3257900225807292,-0.1467121941253878
5,meta,3,64,10,8,with,False,0.4225891214533577,40.0,0.3778003911772115,-0.1385445940979316
5,meta,3,64,10,8,without,False,0.3677164882245828,30.0,0.3401395175058458,-0.1485410561569856
5,cophenetic,1,64,10,8,with,False,0.6766915516154179,20.0,0.3146576875005798,-0.1578716127211003
5,cophenetic,1,64,10,8,without,False,0.6861891506397925,20.0,0.3302992654593217,-0.1499301614027593
5,cophenetic,3,64,10,8,with,False,0.5382266376671083,20.0,0.3242635450334261,-0.1317864186166353
5,cophenetic,3,64,10,8,without,False,0.5490308021020557,30.0,0.3499160950531493,-0.1547225482274405
8,meta,1,64,10,8,with,False,0.4356275350466317,40.0,0.3475616305027554,-0.1495005387907277
8,meta,1,64,10,8,without,False,0.48124331125740955,30.0,0.2834477281130237,-0.1507427132658391
8,meta,3,64,10,8,with,False,0.4360888790234243,40.0,0.3415658672617541,-0.1300054657177846
8,meta,3,64,10,8,without,False,0.39650818027114837,30.0,0.2881449297743509,-0.1360089713280723
8,cophenetic,1,64,10,8,with,False,0.6706333901984695,20.0,0.2561334696991201,-0.1792458971582352
8,cophenetic,1,64,10,8,without,False,0.6223429588001484,30.0,0.2186499620910166,-0.2145233167436756
8,cophenetic,3,64,10,8,with,False,0.5318149470975578,20.0,0.2843474557428572,-0.1711982969653753
8,cophenetic,3,64,10,8,without,False,0.5551050428101696,30.0,0.2514045217120723,-0.1660319771210667
3,meta,1,64,10,9,with,False,0.43351557244781247,20.0,0.505094082285307,-0.1950121050236904
3,meta,1,64,10,9,without,False,0.44873640637058215,20.0,0.469503766192276,-0.2205466488061979
3,meta,3,64,10,9,with,False,0.33647227332923535,20.0,0.5095032160381626,-0.1785358637127135
3,meta,3,64,10,9,without,False,0.3370572081434528,20.0,0.4594979861789878,-0.1820497800796303
3,cophenetic,1,64,10,9,with,False,0.5956728043894391,10.0,0.6866531345965133,-0.3568636963002228
3,cophenetic,1,64,10,9,without,False,0.567447142790623,20.0,0.5858557037504007,-0.3139650980136869
3,cophenetic,3,64,10,9,with,False,0.69313864119642,10.0,0.6584913785707212,-0.2408395817060503
3,cophenetic,3,64,10,9,without,False,0.5439112269845352,20.0,0.5847557843990484,-0.2905946992446616
5,meta,1,64,10,9,with,False,0.5094041860674569,40.0,0.3942420578252796,-0.1489005192006581
5,meta,1,64,10,9,without,False,0.36790660467282865,30.0,0.2993199440817051,-0.1560182223135535
5,meta,3,64,10,9,with,False,0.44721610372608517,35.0,0.3879899324335344,-0.1514351375620001
5,meta,3,64,10,9,without,False,0.37009947663647236,30.0,0.3062053219425626,-0.1637709083379691
5,cophenetic,1,64,10,9,with,False,0.6806475496499237,20.0,0.3252117425757879,-0.1735864980552977
5,cophenetic,1,64,10,9,without,False,0.6590850654624694,20.0,0.3159082059117611,-0.1858135484726975
5,cophenetic,3,64,10,9,with,False,0.542989824033555,30.0,0.3738270284272471,-0.1515380358949434
5,cophenetic,3,64,10,9,without,False,0.5416691030325901,30.0,0.3348621243338684,-0.1623391912921605
8,meta,1,64,10,9,with,False,0.4258292009606128,30.0,0.3435484743718606,-0.1531027544810695
8,meta,1,64,10,9,without,False,0.46372619055470016,30.0,0.275116095030245,-0.1600253169567584
8,meta,3,64,10,9,with,False,0.45217097963893915,30.0,0.3431915327196346,-0.1701838319089737
8,meta,3,64,10,9,without,False,0.3801846822162693,30.0,0.2780626856963831,-0.232391255169619
8,cophenetic,1,64,10,9,with,False,0.5756031435486714,30.0,0.2492631009044163,-0.2309739768461431
8,cophenetic,1,64,10,9,without,False,0.6241998294127132,30.0,0.2121733883004165,-0.2279835366716765
8,cophenetic,3,64,10,9,with,False,0.5162742559593986,20.0,0.291080330420964,-0.1778447184532301
8,cophenetic,3,64,10,9,without,False,0.5586133196776497,20.0,0.2424739020942475,-0.1793097499463463
3,meta,1,64,10,10,with,False,0.44045137125627326,20.0,0.5078304836685361,-0.199438901982212
3,meta,1,64,10,10,without,False,0.4419957170065767,20.0,0.4576358187819603,-0.2191938279954462
3,meta,3,64,10,10,with,False,0.33693559867365475,20.0,0.5238582833093758,-0.2185347814362483
3,meta,3,64,10,10,without,False,0.3600043341641751,20.0,0.459907065042674,-0.1854975756162585
3,cophenetic,1,64,10,10,with,False,0.5899225263817536,10.0,0.6668735934996713,-0.3557454559512558
3,cophenetic,1,64,10,10,without,False,0.5549323970883601,25.0,0.5333603663415861,-0.3330308322354506
3,cophenetic,3,64,10,10,with,False,0.7004705910057172,10.0,0.6515567454137273,-0.2435184398228674
3,cophenetic,3,64,10,10,without,False,0.5430873638327979,10.0,0.5844263962690862,-0.3053242859983017
5,meta,1,64,10,10,with,False,0.45964689724919056,120.0,0.3970109199659817,-0.1960759373515694
5,meta,1,64,10,10,without,False,0.4248987037179531,30.0,0.311268549472916,-0.1674943525584815
5,meta,3,64,10,10,with,False,0.43597495226549376,20.0,0.3901464505812151,-0.1703918806946117
5,meta,3,64,10,10,without,False,0.42672042781370706,10.0,0.3055638683296078,-0.1706696145707006
5,cophenetic,1,64,10,10,with,False,0.6594621466740126,10.0,0.3152586404220984,-0.1950413535372909
5,cophenetic,1,64,10,10,without,False,0.6293758207158594,20.0,0.3314269734235364,-0.1958823565122331
5,cophenetic,3,64,10,10,with,False,0.545212236335867,20.0,0.3810965731527295,-0.1631659113724554
5,cophenetic,3,64,10,10,without,False,0.5264260037713324,31.5,0.3481684583246786,-0.1651265541170065
8,meta,1,64,10,10,with,False,0.4378693916773348,30.0,0.3447728520575759,-0.1607597354970435
8,meta,1,64,10,10,without,False,0.4162158730370655,36.5,0.2661816014172137,-0.1579667999111851
8,meta,3,64,10,10,with,False,0.35782458546505036,70.0,0.3515590597780481,-0.2557782652686003
8,meta,3,64,10,10,without,False,0.4131307455993224,23.0,0.2761987356478346,-0.1626728275682147
8,cophenetic,1,64,10,10,with,False,0.5693815264975567,20.0,0.2515140626846121,-0.2520188101342919
8,cophenetic,1,64,10,10,without,False,0.611507374585725,30.0,0.1998091134957516,-0.2253504801026258
8,cophenetic,3,64,10,10,with,False,0.5304283787290975,30.0,0.2888235684755361,-0.1936331076729374
8,cophenetic,3,64,10,10,without,False,0.5555870214706212,20.0,0.2335962615792393,-0.1965385825786267
3,cophenetic,1,128,1,2,with,True,,4.0,0.933313864208226,-0.116514927246621
3,cophenetic,1,128,1,2,without,True,,4.0,0.9213459140071204,-0.116514927246621
3,cophenetic,3,128,1,2,with,True,,8.0,0.9306131187224176,-0.1124380505916806
3,cophenetic,3,128,1,2,without,True,,8.0,0.91284643469232,-0.1124380505916806
3,meta,1,128,1,3,with,False,0.3032453741770554,8.0,0.5602426326501462,-0.1014613356517119
3,meta,1,128,1,3,without,False,0.32282033625338735,11.0,0.5895694734118859,-0.1399479903913774
3,meta,1,128,1,3,without,True,0.32282033625338735,11.0,0.5895694734118859,-0.1399479903913774
3,meta,3,128,1,3,with,False,0.279335950169331,4.0,0.5622425781662231,-0.0765726955032737
3,meta,3,128,1,3,without,False,0.2563976096710045,8.0,0.5894695025728901,-0.0755251219227802
3,meta,3,128,1,3,with,True,0.279335950169331,4.0,0.5622425781662231,-0.0765726955032737
3,meta,3,128,1,3,without,True,0.2563976096710045,8.0,0.5894695025728901,-0.0755251219227802
3,cophenetic,1,128,1,3,with,False,0.4624304758812569,4.0,0.926253019287939,-0.2354217721144493
3,cophenetic,1,128,1,3,without,False,0.4166097959403188,4.5,0.9125471272437614,-0.2104372125994165
3,cophenetic,3,128,1,3,with,False,0.4446124996653579,6.0,0.9234337003865688,-0.2158909742399551
3,cophenetic,3,128,1,3,without,False,0.3209668049237755,8.0,0.899510259030499,-0.2020128573715293
5,meta,1,128,1,3,with,False,0.32794345463941244,7.0,0.3705830624222407,-0.0738019242104978
5,meta,1,128,1,3,without,False,0.2913270160424526,8.0,0.3802665415257278,-0.0806756261479862
5,meta,1,128,1,3,with,True,0.32794345463941244,7.0,0.3705830624222407,-0.0738019242104978
5,meta,1,128,1,3,without,True,0.2913270160424526,8.0,0.3802665415257278,-0.0806756261479862
5,meta,3,128,1,3,with,False,0.21884676046231522,4.0,0.4102895072009065,-0.0743948430400001
5,meta,3,128,1,3,without,False,0.6453778515607392,5.0,0.3943843869244393,-0.0799780375229658
5,meta,3,128,1,3,with,True,0.21884676046231522,4.0,0.4102895072009065,-0.0743948430400001
5,meta,3,128,1,3,without,True,0.6453778515607392,5.0,0.3943843869244393,-0.0799780375229658
5,cophenetic,1,128,1,3,with,False,0.9120685960625422,10.0,0.3369005792722385,-0.0685655799174798
5,cophenetic,1,128,1,3,without,False,0.8190030873480985,14.0,0.3317414762926071,-0.068386810669808
5,cophenetic,1,128,1,3,without,True,0.8190030873480985,14.0,0.3317414762926071,-0.068386810669808
5,cophenetic,3,128,1,3,with,False,0.5837817462765232,7.0,0.3993951507842478,-0.0369738694037188
5,cophenetic,3,128,1,3,without,False,0.4674655575911397,5.0,0.3780049656198189,-0.014674845653854
5,cophenetic,3,128,1,3,without,True,0.4674655575911397,5.0,0.3780049656198189,-0.014674845653854
8,meta,1,128,1,3,with,False,0.18118814773319875,7.0,0.3970704922009708,-0.0710572793416546
8,meta,1,128,1,3,without,False,0.20328010157213347,7.5,0.3822895863344376,-0.0801289231249484
8,meta,1,128,1,3,with,True,0.18118814773319875,7.0,0.3970704922009708,-0.0710572793416546
8,meta,1,128,1,3,without,True,0.20328010157213347,7.5,0.3822895863344376,-0.0801289231249484
8,meta,3,128,1,3,with,False,0.20508463035211347,5.5,0.4137793010031912,-0.0708718891513124
8,meta,3,128,1,3,without,False,0.23415551709679666,4.0,0.3945175333453546,-0.0826645483366764
8,meta,3,128,1,3,with,True,0.20508463035211347,5.5,0.4137793010031912,-0.0708718891513124
8,meta,3,128,1,3,without,True,0.23415551709679666,4.0,0.3945175333453546,-0.0826645483366764
8,cophenetic,1,128,1,3,with,False,0.8227671654297481,9.5,0.273245943270703,-0.0931148228725151
8,cophenetic,1,128,1,3,without,False,0.7980665634635525,6.0,0.2431893325789217,-0.0979119059228769
8,cophenetic,1,128,1,3,with,True,0.8227671654297481,9.5,0.273245943270703,-0.0931148228725151
8,cophenetic,1,128,1,3,without,True,0.7980665634635525,6.0,0.2431893325789217,-0.0979119059228769
8,cophenetic,3,128,1,3,with,False,0.161820253581971,3.0,0.3537098640674036,-0.0840133497418838
8,cophenetic,3,128,1,3,without,False,0.22479962902381576,5.0,0.3355171031320373,-0.0818118766352137
8,cophenetic,3,128,1,3,without,True,0.22479962902381576,5.0,0.3355171031320373,-0.0818118766352137
3,meta,1,128,1,4,with,False,0.2859281125586093,13.0,0.5969967988239107,-0.1591405140062771
3,meta,1,128,1,4,without,False,0.2980966518412691,8.0,0.6047613496168457,-0.1595256400270319
3,meta,1,128,1,4,with,True,0.2859281125586093,13.0,0.5969967988239107,-0.1591405140062771
3,meta,3,128,1,4,with,False,0.20064482328841285,4.0,0.5851258300714209,-0.1453443013455556
3,meta,3,128,1,4,without,False,0.25062251427875437,6.0,0.5999340447615936,-0.1462048641850623
3,cophenetic,1,128,1,4,with,False,0.4041300120440925,5.0,0.7529455887749197,-0.2426887231210487
3,cophenetic,1,128,1,4,without,False,0.35330525256766937,5.0,0.6658102939411757,-0.2102890748833122
3,cophenetic,3,128,1,4,with,False,0.39708922496397964,4.0,0.7294310867998836,-0.2191369306828391
3,cophenetic,3,128,1,4,without,False,0.2798455071371104,6.0,0.9105899613647324,-0.3003935886640667
5,meta,1,128,1,4,with,False,0.47873838678431263,6.0,0.3826559796777403,-0.0883803126045501
5,meta,1,128,1,4,without,False,0.5544024750181554,13.5,0.3424375131189522,-0.087302450730585
5,meta,3,128,1,4,with,False,0.25534066818531204,5.5,0.4141500146538279,-0.0887208184980098
5,meta,3,128,1,4,without,False,0.4914835541776966,12.0,0.3939111276466374,-0.0892472269142482
5,cophenetic,1,128,1,4,with,False,0.8632493314694907,6.0,0.3723997663494201,-0.122179607238223
5,cophenetic,1,128,1,4,without,False,0.7691703154684573,9.0,0.3343595536523515,-0.1317612195813803
5,cophenetic,1,128,1,4,with,True,0.8632493314694907,6.0,0.3723997663494201,-0.122179607238223
5,cophenetic,3,128,1,4,with,False,0.5963174420925745,4.5,0.4067258000689315,-0.0866709232527934
5,cophenetic,3,128,1,4,without,False,0.532865406713295,4.0,0.3794010266021666,-0.0790402084655579
5,cophenetic,3,128,1,4,with,True,0.5963174420925745,4.5,0.4067258000689315,-0.0866709232527934
8,meta,1,128,1,4,with,False,0.480828369673555,9.0,0.3987227813876605,-0.0878157014518395
8,meta,1,128,1,4,without,False,0.3767844168308626,6.0,0.3815169047618014,-0.0884785377433157
8,meta,3,128,1,4,with,False,0.43442676841979777,8.0,0.4247500535440636,-0.0888632079535783
8,meta,3,128,1,4,without,False,0.37988447914558365,8.5,0.4103671267401294,-0.0892501546874605
8,cophenetic,1,128,1,4,with,False,0.9335472748937411,9.0,0.2748458814312488,-0.1026727753241374
8,cophenetic,1,128,1,4,without,False,0.9569435842524139,11.0,0.2494501610573273,-0.1112277013172041
8,cophenetic,3,128,1,4,with,False,0.5777902328728436,6.0,0.3473355185782515,-0.1058982697271586
8,cophenetic,3,128,1,4,without,False,0.5329605437634108,5.0,0.3079770899835999,-0.104845421578591
8,cophenetic,3,128,1,4,with,True,0.5777902328728436,6.0,0.3473355185782515,-0.1058982697271586
3,meta,1,128,1,5,with,False,0.26946827798353234,7.0,0.5685152910214998,-0.1622635412447645
3,meta,1,128,1,5,without,False,0.2738767363927416,7.0,0.557474630602977,-0.1636912842799573
3,meta,3,128,1,5,with,False,0.2093633906018856,5.0,0.5970547602621753,-0.1489862436615728
3,meta,3,128,1,5,without,False,0.18006544897571555,5.0,0.5780127324455987,-0.1511631415951274
3,cophenetic,1,128,1,5,with,False,0.38050064865829814,4.0,0.6924936571634451,-0.2520684285518357
3,cophenetic,1,128,1,5,without,False,0.43648358427523043,4.0,0.5703995337676866,-0.211367883316197
3,cophenetic,3,128,1,5,with,False,0.37780835321727024,4.0,0.7213802859627736,-0.2602216924034238
3,cophenetic,3,128,1,5,without,False,0.2525382021913896,5.0,0.6498037274281024,-0.2989002687227691
5,meta,1,128,1,5,with,False,0.4770498562318871,5.5,0.3473176484224875,-0.0942556154096342
5,meta,1,128,1,5,without,False,0.3368750741733388,23.5,0.3828537637623705,-0.1052384153188098
5,meta,3,128,1,5,with,False,0.4313073054881146,5.0,0.4320681607984347,-0.0929639361801008
5,meta,3,128,1,5,without,False,0.37526972452251467,5.0,0.3912950192479698,-0.0940710835749989
5,cophenetic,1,128,1,5,with,False,0.7295104013615722,7.0,0.3890655314645417,-0.1620512961775163
5,cophenetic,1,128,1,5,without,False,0.6488457951301225,5.0,0.350414846560773,-0.1618719893698619
5,cophenetic,3,128,1,5,with,False,0.4554651957029351,4.0,0.3958481650008874,-0.1013572644221377
5,cophenetic,3,128,1,5,without,False,0.4751270684046645,6.0,0.3717272100680251,-0.0973581515571161
8,meta,1,128,1,5,with,False,0.3002711092561721,5.0,0.3974036087444652,-0.0938686282493503
8,meta,1,128,1,5,without,False,0.37002171306612264,6.0,0.3405598233227723,-0.1334671642589732
8,meta,3,128,1,5,with,False,0.28001064902139566,7.0,0.425903873246061,-0.0907734585745825
8,meta,3,128,1,5,without,False,0.2899331060249536,14.0,0.3961798025896932,-0.0926909022669126
8,cophenetic,1,128,1,5,with,False,0.7568874639068657,11.0,0.2791408107694671,-0.1642485030521143
8,cophenetic,1,128,1,5,without,False,0.6728103759032126,12.5,0.2585447868639067,-0.1418920826747794
8,cophenetic,3,128,1,5,with,False,0.5880533986772042,3.5,0.3349726147600086,-0.1275712107451706
8,cophenetic,3,128,1,5,without,False,0.6272289659129184,6.0,0.3100373818921001,-0.1124054419148137
3,meta,1,128,1,6,with,False,0.312567655959579,6.0,0.5642276762791762,-0.1817435579407801
3,meta,1,128,1,6,without,False,0.3123276441355948,7.0,0.544194806265166,-0.1800832115326699
3,meta,3,128,1,6,with,False,0.25786787960768653,7.0,0.5717250395459123,-0.157757241228516
3,meta,3,128,1,6,without,False,0.2507028310176634,5.0,0.5559063438913341,-0.1820897669830269
3,cophenetic,1,128,1,6,with,False,0.3878668558627859,4.0,0.687918509071427,-0.3125366564400313
3,cophenetic,1,128,1,6,without,False,0.4174592851333341,4.0,0.5855057788287154,-0.3281628090855443
3,cophenetic,3,128,1,6,with,False,0.3865177710662067,4.0,0.7181730511937547,-0.3014333501693427
3,cophenetic,3,128,1,6,without,False,0.24291190099273843,5.5,0.6605414714490322,-0.3009184066856413
5,meta,1,128,1,6,with,False,0.4620936724889944,6.0,0.3820513430550588,-0.118633286159148
5,meta,1,128,1,6,without,False,0.39898295276255563,9.5,0.3568973456016441,-0.1419605195612518
5,meta,3,128,1,6,with,False,0.4029489842226149,5.0,0.4333196925792286,-0.1300270121865248
5,meta,3,128,1,6,without,False,0.34978305801203385,6.0,0.3785174019195851,-0.1341645700082568
5,cophenetic,1,128,1,6,with,False,0.6316927911074918,7.0,0.3587690531057165,-0.1592676820565836
5,cophenetic,1,128,1,6,without,False,0.6186868165977498,8.0,0.3443546960818165,-0.1609206094778821
5,cophenetic,3,128,1,6,with,False,0.6008526969149985,4.0,0.4229501865522491,-0.1267910014362861
5,cophenetic,3,128,1,6,without,False,0.4220875757290859,4.0,0.3508057286271223,-0.1034723745565018
8,meta,1,128,1,6,with,False,0.3016819390317054,8.5,0.3797078555078425,-0.1382405030740969
8,meta,1,128,1,6,without,False,0.4570089190452486,11.5,0.3420376397147036,-0.1410743681224195
8,meta,3,128,1,6,with,False,0.22516416822790908,7.0,0.4089038688999063,-0.1322776468187267
8,meta,3,128,1,6,without,False,0.2562057696102181,6.0,0.3630048838566841,-0.1319754636285488
8,cophenetic,1,128,1,6,with,False,0.6284733744470041,7.0,0.3096964057244848,-0.1779093121461484
8,cophenetic,1,128,1,6,without,False,0.5388925826725272,7.5,0.2746522376289377,-0.1724834997699825
8,cophenetic,3,128,1,6,with,False,0.46104403373527575,4.0,0.339312476464249,-0.1690761583881865
8,cophenetic,3,128,1,6,without,False,0.399806565745304,5.0,0.2940134408491886,-0.1514718944627647
3,meta,1,128,1,7,with,False,0.2904200956495324,8.0,0.5421308091014976,-0.1842416627115335
3,meta,1,128,1,7,without,False,0.29680651664949487,7.0,0.5211552427258008,-0.1829096646671047
